,Pair,Steps,GCD
6064,"[61, 65]",3,1
6065,"[61, 66]",3,1
6066,"[61, 67]",3,1
6067,"[61, 68]",5,1
6068,"[61, 69]",6,1
6069,"[61, 70]",5,1
6070,"[61, 71]",3,1
6071,"[61, 72]",5,1
6072,"[61, 73]",3,1
6073,"[61, 74]",5,1
6074,"[61, 75]",5,1
6075,"[61, 76]",3,1
6076,"[61, 77]",5,1
6077,"[61, 78]",6,1
6078,"[61, 79]",6,1
6079,"[61, 80]",5,1
6080,"[61, 81]",3,1
6081,"[61, 82]",5,1
6082,"[61, 83]",6,1
6083,"[61, 84]",6,1
6084,"[61, 85]",6,1
6085,"[61, 86]",6,1
6086,"[61, 87]",5,1
6087,"[61, 88]",5,1
6088,"[61, 89]",6,1
6089,"[61, 90]",5,1
6090,"[61, 91]",3,1
6091,"[61, 92]",4,1
6092,"[61, 93]",6,1
6093,"[61, 94]",7,1
6094,"[61, 95]",6,1
6095,"[61, 96]",6,1
6096,"[61, 97]",7,1
6097,"[61, 98]",7,1
6098,"[61, 99]",7,1
6099,"[61, 100]",7,1
6100,"[62, 1]",1,1
6101,"[62, 2]",1,2
6102,"[62, 3]",3,1
6103,"[62, 4]",2,2
6104,"[62, 5]",3,1
6105,"[62, 6]",2,2
6106,"[62, 7]",3,1
6107,"[62, 8]",3,2
6108,"[62, 9]",3,1
6109,"[62, 10]",2,2
6110,"[62, 11]",5,1
6111,"[62, 12]",2,2
6112,"[62, 13]",4,1
6113,"[62, 14]",3,2
6114,"[62, 15]",3,1
6115,"[62, 16]",3,2
6116,"[62, 17]",5,1
6117,"[62, 18]",3,2
6118,"[62, 19]",4,1
6119,"[62, 20]",2,2
6120,"[62, 21]",3,1
6121,"[62, 22]",4,2
6122,"[62, 23]",5,1
6123,"[62, 24]",5,2
6124,"[62, 25]",3,1
6125,"[62, 26]",5,2
6126,"[62, 27]",5,1
6127,"[62, 28]",4,2
6128,"[62, 29]",3,1
6129,"[62, 30]",2,2
6130,"[62, 31]",1,31
6131,"[62, 32]",3,2
6132,"[62, 33]",4,1
6133,"[62, 34]",5,2
6134,"[62, 35]",6,1
6135,"[62, 36]",6,2
6136,"[62, 37]",4,1
6137,"[62, 38]",6,2
6138,"[62, 39]",6,1
6139,"[62, 40]",5,2
6140,"[62, 41]",4,1
6141,"[62, 42]",3,2
6142,"[62, 43]",5,1
6143,"[62, 44]",4,2
6144,"[62, 45]",6,1
6145,"[62, 46]",4,2
6146,"[62, 47]",4,1
6147,"[62, 48]",4,2
6148,"[62, 49]",5,1
6149,"[62, 50]",3,2
6150,"[62, 51]",6,1
6151,"[62, 52]",3,2
6152,"[62, 53]",4,1
6153,"[62, 54]",4,2
6154,"[62, 55]",4,1
6155,"[62, 56]",3,2
6156,"[62, 57]",4,1
6157,"[62, 58]",3,2
6158,"[62, 59]",4,1
6159,"[62, 60]",2,2
6160,"[62, 61]",2,1
6161,"[62, 62]",1,62
6162,"[62, 63]",2,1
6163,"[62, 64]",2,2
6164,"[62, 65]",4,1
6165,"[62, 66]",3,2
6166,"[62, 67]",4,1
6167,"[62, 68]",3,2
6168,"[62, 69]",4,1
6169,"[62, 70]",4,2
6170,"[62, 71]",4,1
6171,"[62, 72]",3,2
6172,"[62, 73]",6,1
6173,"[62, 74]",3,2
6174,"[62, 75]",5,1
6175,"[62, 76]",4,2
6176,"[62, 77]",4,1
6177,"[62, 78]",4,2
6178,"[62, 79]",6,1
6179,"[62, 80]",4,2
6180,"[62, 81]",5,1
6181,"[62, 82]",3,2
6182,"[62, 83]",4,1
6183,"[62, 84]",5,2
6184,"[62, 85]",6,1
6185,"[62, 86]",6,2
6186,"[62, 87]",4,1
6187,"[62, 88]",6,2
6188,"[62, 89]",6,1
6189,"[62, 90]",5,2
6190,"[62, 91]",4,1
6191,"[62, 92]",3,2
6192,"[62, 93]",2,31
6193,"[62, 94]",4,2
6194,"[62, 95]",5,1
6195,"[62, 96]",6,2
6196,"[62, 97]",7,1
6197,"[62, 98]",7,2
6198,"[62, 99]",5,1
6199,"[62, 100]",7,2
6200,"[63, 1]",1,1
6201,"[63, 2]",2,1
6202,"[63, 3]",1,3
6203,"[63, 4]",3,1
6204,"[63, 5]",4,1
6205,"[63, 6]",2,3
6206,"[63, 7]",1,7
6207,"[63, 8]",3,1
6208,"[63, 9]",1,9
6209,"[63, 10]",3,1
6210,"[63, 11]",5,1
6211,"[63, 12]",2,3
6212,"[63, 13]",4,1
6213,"[63, 14]",2,7
6214,"[63, 15]",2,3
6215,"[63, 16]",3,1
6216,"[63, 17]",5,1
6217,"[63, 18]",2,9
6218,"[63, 19]",3,1
6219,"[63, 20]",4,1
6220,"[63, 21]",1,21
6221,"[63, 22]",4,1
6222,"[63, 23]",5,1
6223,"[63, 24]",5,3
6224,"[63, 25]",4,1
6225,"[63, 26]",5,1
6226,"[63, 27]",2,9
6227,"[63, 28]",2,7
6228,"[63, 29]",4,1
6229,"[63, 30]",2,3
6230,"[63, 31]",2,1
6231,"[63, 32]",3,1
6232,"[63, 33]",3,3
6233,"[63, 34]",5,1
6234,"[63, 35]",3,7
6235,"[63, 36]",3,9
6236,"[63, 37]",6,1
6237,"[63, 38]",5,1
6238,"[63, 39]",6,3
6239,"[63, 40]",6,1
6240,"[63, 41]",5,1
6241,"[63, 42]",2,21
6242,"[63, 43]",5,1
6243,"[63, 44]",4,1
6244,"[63, 45]",3,9
6245,"[63, 46]",6,1
6246,"[63, 47]",4,1
6247,"[63, 48]",3,3
6248,"[63, 49]",3,7
6249,"[63, 50]",5,1
6250,"[63, 51]",3,3
6251,"[63, 52]",6,1
6252,"[63, 53]",4,1
6253,"[63, 54]",2,9
6254,"[63, 55]",4,1
6255,"[63, 56]",2,7
6256,"[63, 57]",3,3
6257,"[63, 58]",5,1
6258,"[63, 59]",4,1
6259,"[63, 60]",2,3
6260,"[63, 61]",3,1
6261,"[63, 62]",2,1
6262,"[63, 63]",1,63
6263,"[63, 64]",2,1
6264,"[63, 65]",3,1
6265,"[63, 66]",2,3
6266,"[63, 67]",4,1
6267,"[63, 68]",5,1
6268,"[63, 69]",3,3
6269,"[63, 70]",2,7
6270,"[63, 71]",4,1
6271,"[63, 72]",2,9
6272,"[63, 73]",4,1
6273,"[63, 74]",6,1
6274,"[63, 75]",3,3
6275,"[63, 76]",5,1
6276,"[63, 77]",3,7
6277,"[63, 78]",3,3
6278,"[63, 79]",4,1
6279,"[63, 80]",6,1
6280,"[63, 81]",3,9
6281,"[63, 82]",4,1
6282,"[63, 83]",5,1
6283,"[63, 84]",2,21
6284,"[63, 85]",5,1
6285,"[63, 86]",6,1
6286,"[63, 87]",6,3
6287,"[63, 88]",5,1
6288,"[63, 89]",6,1
6289,"[63, 90]",3,9
6290,"[63, 91]",3,7
6291,"[63, 92]",5,1
6292,"[63, 93]",3,3
6293,"[63, 94]",3,1
6294,"[63, 95]",4,1
6295,"[63, 96]",4,3
6296,"[63, 97]",6,1
6297,"[63, 98]",4,7
6298,"[63, 99]",4,9
6299,"[63, 100]",7,1
6300,"[64, 1]",1,1
6301,"[64, 2]",1,2
6302,"[64, 3]",2,1
6303,"[64, 4]",1,4
6304,"[64, 5]",3,1
6305,"[64, 6]",3,2
6306,"[64, 7]",2,1
6307,"[64, 8]",1,8
6308,"[64, 9]",2,1
6309,"[64, 10]",3,2
6310,"[64, 11]",4,1
6311,"[64, 12]",2,4
6312,"[64, 13]",3,1
6313,"[64, 14]",4,2
6314,"[64, 15]",4,1
6315,"[64, 16]",1,16
6316,"[64, 17]",4,1
6317,"[64, 18]",4,2
6318,"[64, 19]",5,1
6319,"[64, 20]",2,4
6320,"[64, 21]",2,1
6321,"[64, 22]",3,2
6322,"[64, 23]",6,1
6323,"[64, 24]",3,8
6324,"[64, 25]",6,1
6325,"[64, 26]",3,2
6326,"[64, 27]",5,1
6327,"[64, 28]",3,4
6328,"[64, 29]",4,1
6329,"[64, 30]",3,2
6330,"[64, 31]",3,1
6331,"[64, 32]",1,32
6332,"[64, 33]",4,1
6333,"[64, 34]",4,2
6334,"[64, 35]",5,1
6335,"[64, 36]",4,4
6336,"[64, 37]",6,1
6337,"[64, 38]",4,2
6338,"[64, 39]",7,1
6339,"[64, 40]",4,8
6340,"[64, 41]",7,1
6341,"[64, 42]",4,2
6342,"[64, 43]",3,1
6343,"[64, 44]",3,4
6344,"[64, 45]",6,1
6345,"[64, 46]",5,2
6346,"[64, 47]",5,1
6347,"[64, 48]",2,16
6348,"[64, 49]",5,1
6349,"[64, 50]",5,2
6350,"[64, 51]",4,1
6351,"[64, 52]",3,4
6352,"[64, 53]",5,1
6353,"[64, 54]",4,2
6354,"[64, 55]",3,1
6355,"[64, 56]",2,8
6356,"[64, 57]",3,1
6357,"[64, 58]",4,2
6358,"[64, 59]",4,1
6359,"[64, 60]",2,4
6360,"[64, 61]",3,1
6361,"[64, 62]",2,2
6362,"[64, 63]",2,1
6363,"[64, 64]",1,64
6364,"[64, 65]",2,1
6365,"[64, 66]",2,2
6366,"[64, 67]",3,1
6367,"[64, 68]",2,4
6368,"[64, 69]",4,1
6369,"[64, 70]",4,2
6370,"[64, 71]",3,1
6371,"[64, 72]",2,8
6372,"[64, 73]",3,1
6373,"[64, 74]",4,2
6374,"[64, 75]",5,1
6375,"[64, 76]",3,4
6376,"[64, 77]",4,1
6377,"[64, 78]",5,2
6378,"[64, 79]",5,1
6379,"[64, 80]",2,16
6380,"[64, 81]",5,1
6381,"[64, 82]",5,2
6382,"[64, 83]",6,1
6383,"[64, 84]",3,4
6384,"[64, 85]",3,1
6385,"[64, 86]",4,2
6386,"[64, 87]",7,1
6387,"[64, 88]",4,8
6388,"[64, 89]",7,1
6389,"[64, 90]",4,2
6390,"[64, 91]",6,1
6391,"[64, 92]",4,4
6392,"[64, 93]",5,1
6393,"[64, 94]",4,2
6394,"[64, 95]",4,1
6395,"[64, 96]",2,32
6396,"[64, 97]",5,1
6397,"[64, 98]",5,2
6398,"[64, 99]",6,1
6399,"[64, 100]",5,4
6400,"[65, 1]",1,1
6401,"[65, 2]",2,1
6402,"[65, 3]",3,1
6403,"[65, 4]",2,1
6404,"[65, 5]",1,5
6405,"[65, 6]",3,1
6406,"[65, 7]",3,1
6407,"[65, 8]",2,1
6408,"[65, 9]",3,1
6409,"[65, 10]",2,5
6410,"[65, 11]",3,1
6411,"[65, 12]",4,1
6412,"[65, 13]",1,13
6413,"[65, 14]",5,1
6414,"[65, 15]",2,5
6415,"[65, 16]",2,1
6416,"[65, 17]",5,1
6417,"[65, 18]",6,1
6418,"[65, 19]",5,1
6419,"[65, 20]",2,5
6420,"[65, 21]",3,1
6421,"[65, 22]",3,1
6422,"[65, 23]",5,1
6423,"[65, 24]",5,1
6424,"[65, 25]",4,5
6425,"[65, 26]",2,13
6426,"[65, 27]",4,1
6427,"[65, 28]",3,1
6428,"[65, 29]",3,1
6429,"[65, 30]",2,5
6430,"[65, 31]",3,1
6431,"[65, 32]",2,1
6432,"[65, 33]",3,1
6433,"[65, 34]",4,1
6434,"[65, 35]",3,5
6435,"[65, 36]",4,1
6436,"[65, 37]",4,1
6437,"[65, 38]",5,1
6438,"[65, 39]",3,13
6439,"[65, 40]",5,5
6440,"[65, 41]",6,1
6441,"[65, 42]",6,1
6442,"[65, 43]",4,1
6443,"[65, 44]",4,1
6444,"[65, 45]",3,5
6445,"[65, 46]",6,1
6446,"[65, 47]",7,1
6447,"[65, 48]",6,1
6448,"[65, 49]",3,1
6449,"[65, 50]",3,5
6450,"[65, 51]",6,1
6451,"[65, 52]",2,13
6452,"[65, 53]",5,1
6453,"[65, 54]",4,1
6454,"[65, 55]",3,5
6455,"[65, 56]",4,1
6456,"[65, 57]",3,1
6457,"[65, 58]",4,1
6458,"[65, 59]",4,1
6459,"[65, 60]",2,5
6460,"[65, 61]",3,1
6461,"[65, 62]",4,1
6462,"[65, 63]",3,1
6463,"[65, 64]",2,1
6464,"[65, 65]",1,65
6465,"[65, 66]",2,1
6466,"[65, 67]",3,1
6467,"[65, 68]",4,1
6468,"[65, 69]",3,1
6469,"[65, 70]",2,5
6470,"[65, 71]",4,1
6471,"[65, 72]",4,1
6472,"[65, 73]",3,1
6473,"[65, 74]",4,1
6474,"[65, 75]",3,5
6475,"[65, 76]",4,1
6476,"[65, 77]",5,1
6477,"[65, 78]",2,13
6478,"[65, 79]",6,1
6479,"[65, 80]",3,5
6480,"[65, 81]",3,1
6481,"[65, 82]",6,1
6482,"[65, 83]",7,1
6483,"[65, 84]",6,1
6484,"[65, 85]",3,5
6485,"[65, 86]",4,1
6486,"[65, 87]",4,1
6487,"[65, 88]",6,1
6488,"[65, 89]",6,1
6489,"[65, 90]",5,5
6490,"[65, 91]",3,13
6491,"[65, 92]",5,1
6492,"[65, 93]",4,1
6493,"[65, 94]",4,1
6494,"[65, 95]",3,5
6495,"[65, 96]",4,1
6496,"[65, 97]",3,1
6497,"[65, 98]",4,1
6498,"[65, 99]",5,1
6499,"[65, 100]",4,5
6500,"[66, 1]",1,1
6501,"[66, 2]",1,2
6502,"[66, 3]",1,3
6503,"[66, 4]",2,2
6504,"[66, 5]",2,1
6505,"[66, 6]",1,6
6506,"[66, 7]",3,1
6507,"[66, 8]",2,2
6508,"[66, 9]",2,3
6509,"[66, 10]",4,2
6510,"[66, 11]",1,11
6511,"[66, 12]",2,6
6512,"[66, 13]",2,1
6513,"[66, 14]",4,2
6514,"[66, 15]",3,3
6515,"[66, 16]",2,2
6516,"[66, 17]",4,1
6517,"[66, 18]",3,6
6518,"[66, 19]",3,1
6519,"[66, 20]",3,2
6520,"[66, 21]",2,3
6521,"[66, 22]",1,22
6522,"[66, 23]",5,1
6523,"[66, 24]",3,6
6524,"[66, 25]",6,1
6525,"[66, 26]",4,2
6526,"[66, 27]",3,3
6527,"[66, 28]",4,2
6528,"[66, 29]",6,1
6529,"[66, 30]",2,6
6530,"[66, 31]",4,1
6531,"[66, 32]",2,2
6532,"[66, 33]",1,33
6533,"[66, 34]",3,2
6534,"[66, 35]",5,1
6535,"[66, 36]",3,6
6536,"[66, 37]",7,1
6537,"[66, 38]",5,2
6538,"[66, 39]",4,3
6539,"[66, 40]",5,2
6540,"[66, 41]",7,1
6541,"[66, 42]",4,6
6542,"[66, 43]",6,1
6543,"[66, 44]",2,22
6544,"[66, 45]",3,3
6545,"[66, 46]",4,2
6546,"[66, 47]",4,1
6547,"[66, 48]",4,6
6548,"[66, 49]",5,1
6549,"[66, 50]",3,2
6550,"[66, 51]",4,3
6551,"[66, 52]",5,2
6552,"[66, 53]",3,1
6553,"[66, 54]",3,6
6554,"[66, 55]",2,11
6555,"[66, 56]",5,2
6556,"[66, 57]",3,3
6557,"[66, 58]",3,2
6558,"[66, 59]",4,1
6559,"[66, 60]",2,6
6560,"[66, 61]",3,1
6561,"[66, 62]",3,2
6562,"[66, 63]",2,3
6563,"[66, 64]",2,2
6564,"[66, 65]",2,1
6565,"[66, 66]",1,66
6566,"[66, 67]",2,1
6567,"[66, 68]",2,2
6568,"[66, 69]",2,3
6569,"[66, 70]",3,2
6570,"[66, 71]",3,1
6571,"[66, 72]",2,6
6572,"[66, 73]",4,1
6573,"[66, 74]",3,2
6574,"[66, 75]",3,3
6575,"[66, 76]",5,2
6576,"[66, 77]",2,11
6577,"[66, 78]",3,6
6578,"[66, 79]",3,1
6579,"[66, 80]",5,2
6580,"[66, 81]",4,3
6581,"[66, 82]",3,2
6582,"[66, 83]",5,1
6583,"[66, 84]",4,6
6584,"[66, 85]",4,1
6585,"[66, 86]",4,2
6586,"[66, 87]",3,3
6587,"[66, 88]",2,22
6588,"[66, 89]",6,1
6589,"[66, 90]",4,6
6590,"[66, 91]",7,1
6591,"[66, 92]",5,2
6592,"[66, 93]",4,3
6593,"[66, 94]",5,2
6594,"[66, 95]",7,1
6595,"[66, 96]",3,6
6596,"[66, 97]",5,1
6597,"[66, 98]",3,2
6598,"[66, 99]",2,33
6599,"[66, 100]",4,2
6600,"[67, 1]",1,1
6601,"[67, 2]",2,1
6602,"[67, 3]",2,1
6603,"[67, 4]",3,1
6604,"[67, 5]",3,1
6605,"[67, 6]",2,1
6606,"[67, 7]",4,1
6607,"[67, 8]",4,1
6608,"[67, 9]",3,1
6609,"[67, 10]",4,1
6610,"[67, 11]",2,1
6611,"[67, 12]",5,1
6612,"[67, 13]",3,1
6613,"[67, 14]",5,1
6614,"[67, 15]",3,1
6615,"[67, 16]",3,1
6616,"[67, 17]",3,1
6617,"[67, 18]",6,1
6618,"[67, 19]",4,1
6619,"[67, 20]",4,1
6620,"[67, 21]",3,1
6621,"[67, 22]",2,1
6622,"[67, 23]",4,1
6623,"[67, 24]",5,1
6624,"[67, 25]",4,1
6625,"[67, 26]",6,1
6626,"[67, 27]",3,1
6627,"[67, 28]",5,1
6628,"[67, 29]",4,1
6629,"[67, 30]",4,1
6630,"[67, 31]",3,1
6631,"[67, 32]",4,1
6632,"[67, 33]",2,1
6633,"[67, 34]",3,1
6634,"[67, 35]",5,1
6635,"[67, 36]",4,1
6636,"[67, 37]",5,1
6637,"[67, 38]",5,1
6638,"[67, 39]",6,1
6639,"[67, 40]",4,1
6640,"[67, 41]",7,1
6641,"[67, 42]",5,1
6642,"[67, 43]",6,1
6643,"[67, 44]",5,1
6644,"[67, 45]",3,1
6645,"[67, 46]",4,1
6646,"[67, 47]",5,1
6647,"[67, 48]",5,1
6648,"[67, 49]",7,1
6649,"[67, 50]",4,1
6650,"[67, 51]",4,1
6651,"[67, 52]",4,1
6652,"[67, 53]",6,1
6653,"[67, 54]",4,1
6654,"[67, 55]",6,1
6655,"[67, 56]",3,1
6656,"[67, 57]",5,1
6657,"[67, 58]",4,1
6658,"[67, 59]",5,1
6659,"[67, 60]",5,1
6660,"[67, 61]",3,1
6661,"[67, 62]",4,1
6662,"[67, 63]",4,1
6663,"[67, 64]",3,1
6664,"[67, 65]",3,1
6665,"[67, 66]",2,1
6666,"[67, 67]",1,67
6667,"[67, 68]",2,1
6668,"[67, 69]",3,1
6669,"[67, 70]",3,1
6670,"[67, 71]",4,1
6671,"[67, 72]",4,1
6672,"[67, 73]",3,1
6673,"[67, 74]",5,1
6674,"[67, 75]",5,1
6675,"[67, 76]",4,1
6676,"[67, 77]",5,1
6677,"[67, 78]",3,1
6678,"[67, 79]",6,1
6679,"[67, 80]",4,1
6680,"[67, 81]",6,1
6681,"[67, 82]",4,1
6682,"[67, 83]",4,1
6683,"[67, 84]",4,1
6684,"[67, 85]",7,1
6685,"[67, 86]",5,1
6686,"[67, 87]",5,1
6687,"[67, 88]",4,1
6688,"[67, 89]",3,1
6689,"[67, 90]",5,1
6690,"[67, 91]",6,1
6691,"[67, 92]",5,1
6692,"[67, 93]",7,1
6693,"[67, 94]",4,1
6694,"[67, 95]",6,1
6695,"[67, 96]",5,1
6696,"[67, 97]",5,1
6697,"[67, 98]",4,1
6698,"[67, 99]",5,1
6699,"[67, 100]",3,1
6700,"[68, 1]",1,1
6701,"[68, 2]",1,2
6702,"[68, 3]",3,1
6703,"[68, 4]",1,4
6704,"[68, 5]",4,1
6705,"[68, 6]",2,2
6706,"[68, 7]",4,1
6707,"[68, 8]",2,4
6708,"[68, 9]",4,1
6709,"[68, 10]",3,2
6710,"[68, 11]",3,1
6711,"[68, 12]",3,4
6712,"[68, 13]",3,1
6713,"[68, 14]",3,2
6714,"[68, 15]",4,1
6715,"[68, 16]",2,4
6716,"[68, 17]",1,17
6717,"[68, 18]",4,2
6718,"[68, 19]",6,1
6719,"[68, 20]",3,4
6720,"[68, 21]",3,1
6721,"[68, 22]",2,2
6722,"[68, 23]",3,1
6723,"[68, 24]",3,4
6724,"[68, 25]",6,1
6725,"[68, 26]",6,2
6726,"[68, 27]",4,1
6727,"[68, 28]",3,4
6728,"[68, 29]",4,1
6729,"[68, 30]",4,2
6730,"[68, 31]",3,1
6731,"[68, 32]",2,4
6732,"[68, 33]",3,1
6733,"[68, 34]",1,34
6734,"[68, 35]",4,1
6735,"[68, 36]",3,4
6736,"[68, 37]",4,1
6737,"[68, 38]",5,2
6738,"[68, 39]",5,1
6739,"[68, 40]",4,4
6740,"[68, 41]",5,1
6741,"[68, 42]",7,2
6742,"[68, 43]",7,1
6743,"[68, 44]",4,4
6744,"[68, 45]",4,1
6745,"[68, 46]",3,2
6746,"[68, 47]",4,1
6747,"[68, 48]",4,4
6748,"[68, 49]",7,1
6749,"[68, 50]",5,2
6750,"[68, 51]",2,17
6751,"[68, 52]",3,4
6752,"[68, 53]",5,1
6753,"[68, 54]",4,2
6754,"[68, 55]",4,1
6755,"[68, 56]",4,4
6756,"[68, 57]",4,1
6757,"[68, 58]",4,2
6758,"[68, 59]",5,1
6759,"[68, 60]",3,4
6760,"[68, 61]",5,1
6761,"[68, 62]",3,2
6762,"[68, 63]",5,1
6763,"[68, 64]",2,4
6764,"[68, 65]",4,1
6765,"[68, 66]",2,2
6766,"[68, 67]",2,1
6767,"[68, 68]",1,68
6768,"[68, 69]",2,1
6769,"[68, 70]",2,2
6770,"[68, 71]",4,1
6771,"[68, 72]",2,4
6772,"[68, 73]",5,1
6773,"[68, 74]",3,2
6774,"[68, 75]",5,1
6775,"[68, 76]",3,4
6776,"[68, 77]",5,1
6777,"[68, 78]",4,2
6778,"[68, 79]",4,1
6779,"[68, 80]",4,4
6780,"[68, 81]",4,1
6781,"[68, 82]",4,2
6782,"[68, 83]",5,1
6783,"[68, 84]",3,4
6784,"[68, 85]",2,17
6785,"[68, 86]",5,2
6786,"[68, 87]",7,1
6787,"[68, 88]",4,4
6788,"[68, 89]",4,1
6789,"[68, 90]",3,2
6790,"[68, 91]",4,1
6791,"[68, 92]",4,4
6792,"[68, 93]",7,1
6793,"[68, 94]",7,2
6794,"[68, 95]",5,1
6795,"[68, 96]",4,4
6796,"[68, 97]",5,1
6797,"[68, 98]",5,2
6798,"[68, 99]",4,1
6799,"[68, 100]",3,4
6800,"[69, 1]",1,1
6801,"[69, 2]",2,1
6802,"[69, 3]",1,3
6803,"[69, 4]",2,1
6804,"[69, 5]",3,1
6805,"[69, 6]",2,3
6806,"[69, 7]",3,1
6807,"[69, 8]",5,1
6808,"[69, 9]",3,3
6809,"[69, 10]",3,1
6810,"[69, 11]",4,1
6811,"[69, 12]",3,3
6812,"[69, 13]",3,1
6813,"[69, 14]",3,1
6814,"[69, 15]",4,3
6815,"[69, 16]",3,1
6816,"[69, 17]",2,1
6817,"[69, 18]",3,3
6818,"[69, 19]",6,1
6819,"[69, 20]",4,1
6820,"[69, 21]",3,3
6821,"[69, 22]",3,1
6822,"[69, 23]",1,23
6823,"[69, 24]",3,3
6824,"[69, 25]",4,1
6825,"[69, 26]",5,1
6826,"[69, 27]",4,3
6827,"[69, 28]",4,1
6828,"[69, 29]",6,1
6829,"[69, 30]",3,3
6830,"[69, 31]",4,1
6831,"[69, 32]",4,1
6832,"[69, 33]",2,3
6833,"[69, 34]",2,1
6834,"[69, 35]",3,1
6835,"[69, 36]",3,3
6836,"[69, 37]",5,1
6837,"[69, 38]",5,1
6838,"[69, 39]",4,3
6839,"[69, 40]",7,1
6840,"[69, 41]",5,1
6841,"[69, 42]",5,3
6842,"[69, 43]",6,1
6843,"[69, 44]",5,1
6844,"[69, 45]",4,3
6845,"[69, 46]",2,23
6846,"[69, 47]",4,1
6847,"[69, 48]",4,3
6848,"[69, 49]",5,1
6849,"[69, 50]",7,1
6850,"[69, 51]",4,3
6851,"[69, 52]",3,1
6852,"[69, 53]",4,1
6853,"[69, 54]",5,3
6854,"[69, 55]",4,1
6855,"[69, 56]",4,1
6856,"[69, 57]",4,3
6857,"[69, 58]",5,1
6858,"[69, 59]",4,1
6859,"[69, 60]",4,3
6860,"[69, 61]",6,1
6861,"[69, 62]",4,1
6862,"[69, 63]",3,3
6863,"[69, 64]",4,1
6864,"[69, 65]",3,1
6865,"[69, 66]",2,3
6866,"[69, 67]",3,1
6867,"[69, 68]",2,1
6868,"[69, 69]",1,69
6869,"[69, 70]",2,1
6870,"[69, 71]",3,1
6871,"[69, 72]",2,3
6872,"[69, 73]",3,1
6873,"[69, 74]",4,1
6874,"[69, 75]",3,3
6875,"[69, 76]",4,1
6876,"[69, 77]",6,1
6877,"[69, 78]",4,3
6878,"[69, 79]",4,1
6879,"[69, 80]",5,1
6880,"[69, 81]",4,3
6881,"[69, 82]",4,1
6882,"[69, 83]",4,1
6883,"[69, 84]",5,3
6884,"[69, 85]",4,1
6885,"[69, 86]",3,1
6886,"[69, 87]",4,3
6887,"[69, 88]",7,1
6888,"[69, 89]",5,1
6889,"[69, 90]",4,3
6890,"[69, 91]",4,1
6891,"[69, 92]",2,23
6892,"[69, 93]",4,3
6893,"[69, 94]",5,1
6894,"[69, 95]",6,1
6895,"[69, 96]",5,3
6896,"[69, 97]",5,1
6897,"[69, 98]",7,1
6898,"[69, 99]",4,3
6899,"[69, 100]",5,1
6900,"[70, 1]",1,1
6901,"[70, 2]",1,2
6902,"[70, 3]",2,1
6903,"[70, 4]",2,2
6904,"[70, 5]",1,5
6905,"[70, 6]",3,2
6906,"[70, 7]",1,7
6907,"[70, 8]",3,2
6908,"[70, 9]",4,1
6909,"[70, 10]",1,10
6910,"[70, 11]",4,1
6911,"[70, 12]",3,2
6912,"[70, 13]",5,1
6913,"[70, 14]",1,14
6914,"[70, 15]",3,5
6915,"[70, 16]",4,2
6916,"[70, 17]",3,1
6917,"[70, 18]",3,2
6918,"[70, 19]",4,1
6919,"[70, 20]",2,10
6920,"[70, 21]",2,7
6921,"[70, 22]",3,2
6922,"[70, 23]",2,1
6923,"[70, 24]",3,2
6924,"[70, 25]",3,5
6925,"[70, 26]",4,2
6926,"[70, 27]",5,1
6927,"[70, 28]",2,14
6928,"[70, 29]",5,1
6929,"[70, 30]",2,10
6930,"[70, 31]",4,1
6931,"[70, 32]",3,2
6932,"[70, 33]",3,1
6933,"[70, 34]",2,2
6934,"[70, 35]",1,35
6935,"[70, 36]",3,2
6936,"[70, 37]",4,1
6937,"[70, 38]",4,2
6938,"[70, 39]",5,1
6939,"[70, 40]",3,10
6940,"[70, 41]",6,1
6941,"[70, 42]",3,14
6942,"[70, 43]",6,1
6943,"[70, 44]",5,2
6944,"[70, 45]",4,5
6945,"[70, 46]",4,2
6946,"[70, 47]",3,1
6947,"[70, 48]",4,2
6948,"[70, 49]",3,7
6949,"[70, 50]",3,10
6950,"[70, 51]",5,1
6951,"[70, 52]",4,2
6952,"[70, 53]",4,1
6953,"[70, 54]",5,2
6954,"[70, 55]",4,5
6955,"[70, 56]",2,14
6956,"[70, 57]",6,1
6957,"[70, 58]",4,2
6958,"[70, 59]",5,1
6959,"[70, 60]",2,10
6960,"[70, 61]",5,1
6961,"[70, 62]",4,2
6962,"[70, 63]",2,7
6963,"[70, 64]",4,2
6964,"[70, 65]",2,5
6965,"[70, 66]",3,2
6966,"[70, 67]",3,1
6967,"[70, 68]",2,2
6968,"[70, 69]",2,1
6969,"[70, 70]",1,70
6970,"[70, 71]",2,1
6971,"[70, 72]",2,2
6972,"[70, 73]",3,1
6973,"[70, 74]",3,2
6974,"[70, 75]",2,5
6975,"[70, 76]",4,2
6976,"[70, 77]",2,7
6977,"[70, 78]",4,2
6978,"[70, 79]",5,1
6979,"[70, 80]",2,10
6980,"[70, 81]",5,1
6981,"[70, 82]",4,2
6982,"[70, 83]",6,1
6983,"[70, 84]",2,14
6984,"[70, 85]",4,5
6985,"[70, 86]",5,2
6986,"[70, 87]",4,1
6987,"[70, 88]",4,2
6988,"[70, 89]",5,1
6989,"[70, 90]",3,10
6990,"[70, 91]",3,7
6991,"[70, 92]",4,2
6992,"[70, 93]",3,1
6993,"[70, 94]",4,2
6994,"[70, 95]",4,5
6995,"[70, 96]",5,2
